num_trials,mean_fidelity,std_error,ci_95_lower,ci_95_upper,converged
5,0.935863581609096,0.00026809200181618115,0.9353381212855363,0.9363890419326557,True
10,0.9359339357113647,0.00021000637102298937,0.9355223232241597,0.9363455481985697,True
20,0.9358966227701865,0.0001602651153286087,0.9355825031441424,0.9362107423962306,True
50,0.9356076546343123,0.0001030171788607945,0.9354057409637451,0.9358095683048795,True
100,0.9356086433441162,8.909071694187639e-05,0.9354340255389101,0.9357832611493223,True
