input_state,fidelity,purity,simulation_time_s,above_classical_limit
|0⟩,0.9300301227362153,0.8698517712338819,2.7673115730285645,True
|1⟩,0.9281626632478568,0.8666464895992172,2.988898277282715,True
|+⟩,0.9356146798205768,0.8795214214071911,3.0831193923950195,True
|-⟩,0.9353098365483059,0.8789911005075333,3.117612838745117,True
|+i⟩,0.9067214205788228,0.8308464037987664,3.2524356842041016,True
|-i⟩,0.9067214205788228,0.8308464037987664,3.182159185409546,True
